reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
4d52a1cc-e7e4-4c6f-9653-4a0b5da22486,Nopa Haryanto,https://play-lh.googleusercontent.com/a/AGNmyxZb7t1EBzg4kZZ42shGb0NnoYNgLYMBHZpOBso5=mo,"Awalnya bagus n saya suka tapi lama-lama kok pelayanan berkurang dan pengiriman juga seringkali lewat dari estimasi, jadi agak malas untuk berbelanja di Tokopedia lagi. Jadi seperti toko sebelah yg dimana saya sudah malas untuk berbelanja lagi n saya hapus aplikasinya. Buat konsumen kecewa kalau pelayanan seperti ini terus.",1,2,3.184,2022-07-31 16:24:16,"Hai Kak Nopa, Mohon maaf atas kendala yang terjadi. Kakak dapat menjelaskan detail kendala ke Tokopedia Case atau melalui https://www.tokopedia.com/help untuk proses pengecekan lebih lanjut. Terima kasih -US",2022-07-31 16:49:21
95f920de-8e3f-41b7-8b79-d7c160e3b2a8,tulungagung tourist row,https://play-lh.googleusercontent.com/a-/ACB-R5Sk-OlcMfPUoiXyve-97PVBnPxX_nK29Uj5TA_ypA,"di akun saya tidak tersedia metode pembayaran cod,. Apakah kurang lengkap pengisian registrasi atau aplikasinya yg bermasalah,. Minta tolong kasih solusi,.",1,0,3.162.1,2022-02-27 13:59:24,"Hai Toppers, Mohon maaf atas ketidaknyamanannya, Apabila ada kendala Kakak bisa melaporkan kendalanya ke tkp.me/supportMainapps , agar bisa kami bantu pengecekan lebih lanjut ya. Semoga kendalanya segera terselesaikan :) -GF",2022-02-27 14:32:25
9a7393f6-399a-4a1f-b6ad-141699b84786,Ilham Grabibrahim,https://play-lh.googleusercontent.com/a/AGNmyxZ-m4vdxGIdQSuQyxgaG9HsfdNT4GEEnozdN093=mo,Tokped Anjeeengg !!!,1,0,3.132,2021-07-22 12:21:10,"Hai Kak Ilham, Jika ada pertanyaan atau menemui kendala di Tokopedia maka bisa hubungi Tokopedia melalui link tkp.me/supportMainapps untuk dilakukan pengecekan lebih lanjut. Semoga sehat selalu ya Kak. - FS",2021-07-22 12:36:05
1f184c1f-d564-46ea-be1e-6e536ffd7267,Sai Ri,https://play-lh.googleusercontent.com/a/AGNmyxbXheePgL0llH9lhNenHg_WlCKrh5soOH79QmHI=mo,Kalau gini mending pindah ke keranjang hitam,1,0,3.196,2022-11-11 00:44:59,,
d71dffec-7055-4fc4-bbee-e7778cef6a12,Yayah R,https://play-lh.googleusercontent.com/a/AGNmyxYIvd_INEf3Sefajplq7hLGJMfA_RpXUiADUlZC=mo,Mau lliat ulasan pembeli aja harus download dulu emang ribet beli di tokopedei,1,0,,2022-05-31 06:37:40,"Hai Kak Yayah, mohon maaf kalau ada yang membuat Kakak tidak nyaman. Jika Kakak mempunyai kendala seputar Tokopedia, Kakak bisa hubungi Tokopedia melalui link berikut ya tkp.me/supportMainapps untuk pegecekan lebih lanjut dan sehat selalu. - MF",2022-05-31 07:07:54
0a2a1108-2307-4342-adb7-335bdd44862b,Jeni Juharsita,https://play-lh.googleusercontent.com/a-/ACB-R5SGY-DZs87ftjTGVdd7JmymBYgdabfYWwLIzS_2vA,"HERAN SEHERANNYA SAMA APLIKASI INI, TRANSAKSI DIBATALKAN GARA2 KESAMAAN DATA PEMBAYARAN SAMA PASANGAN SAYA, SUNGGUH MEMBAGONGKAN",1,0,3.151,2021-12-31 07:26:44,"Hai Kak Jeni, Kami mohon maaf atas ketidaknyamananya, jika Kakak berkenan mohon ceritakan kendala yang Kakak alami melalui tkp.me/supportMainapps untuk Kami bantu pengecekan. Terima kasih :) -US",2021-12-31 07:52:12
b9075196-b4dd-4017-8d26-5f71836df2b9,AL Tofa,https://play-lh.googleusercontent.com/a/AGNmyxbxZ-bz_mdF8eUtdl1FBj5qeMELBaJVSvTdgxYE=mo,Gmna belum bisa belanja tpipya duwit belanja,1,0,,2022-06-09 13:40:27,"Hai Kak Tofa, mohon maaf ya jika ada yang membuat Kakak tidak nyaman. Apabila terdapat kendala silahkan untuk melakukan pelaporan melalui link bantuan berikut tkp.me/supportMainapps agar Kami bantu cek kendalanya lebih lanjut ya :) -AFR",2022-06-09 14:10:37
966a0706-f902-48b6-bf4c-6b900a624dd1,Nana Doongie,https://play-lh.googleusercontent.com/a/AGNmyxZorlyJXUc5TWAYYZfPAhhrj7YX8-syEpspyJwq=mo,"Yaampun sumpah kesel banget ama ni aplikasi, ini pertama kalinya belanja ditokopedia tpi udah dibuat kesel aja. Jadi aku pesen barang trs dpet voucher diskon sama gratis ongkir eh pas udah dibayar malah dibatalin mana dikembaliin cuma seharga barang dan biaya adminnya engga, ya walaupun ga seberapa tapi kalo emang mau dibatalin karena melanggar inilah itulah kenapa gak dri awal aja sebelum fix mau bayar gitu. Ini termasuk penipuan dan juga kalo emang mau nyaingin shopee ga gini caranya....",1,0,,2021-06-16 10:47:08,"Hai Kak Nana, mohon maaf atas pengalaman transaksinya. Silakan untuk melakukan pelaporan melalui link bantuan berikut ini tkp.me/supportMainapps -AN",2021-06-16 11:11:35
1ac78cbe-ace9-4bda-bba1-7d1827b18857,Raisy Kushirayati,https://play-lh.googleusercontent.com/a-/ACB-R5S-INnBnc0QQOZ76R6po1KCUwkFuYbjy8j97-Vc,dibatalkan berkali2,1,0,3.132,2021-07-11 08:51:09,"Hai Kak Raisy, mohon maaf ya jika ada yang membuat Kakak tidak nyaman. Kakak dapat menjelaskan detail kendala yang Kakak alami melalui tkp.me/supportMainapps . Semoga kendalanya segera terselesaikan ya Kak. Besar harapan kami untuk terus bertumbuh bersama Kakak dan menjadi tempat bertransaksi online kepercayaan Kakak.-DAK",2021-07-11 09:31:17
0f255704-6afe-4353-9645-03e1c2259bee,Dapras Prasetya,https://play-lh.googleusercontent.com/a-/ACB-R5Qq9_tcvQEfAlQ3x8ATipXmyW7R_1pZM-tTJN8Z,Maaf bintangnya saya kurangi 4... saya driver online grab.. knapa harga saldo grab di naikin .. dulu 100k sekarang 101 k... jadi bikin males,1,1,3.153,2021-12-05 17:11:46,"Hai Kak Dapras, mohon maaf ya Kak kalau sudah membuat tidak nyaman. Kami akan selalu berinovasi untuk dapat menyediakan yang terbaik bagi seluruh pengguna. Besar harapan kami untuk tetap terus bertumbuh bersama Kakak dan menjadi tempat bertransaksi online kepercayaan Kakak.-RR",2021-12-05 17:36:26
daca9ba9-b39d-416a-aa95-3368469ee176,Maun Ganteng,https://play-lh.googleusercontent.com/a/AGNmyxbI1W4jxjTzodzRs9k4cAG5NIEt7A73hOTZo_rB=mo,Buat Tokopedia tolonglah kenapa saya transaksi pulsa listrik pakai ovo diskon pengguna baru kenapa saldo ovo saya di kembali kan lagi dan terus saya ngulang lagi transaksi pulsa listrik kenapa nggak bisa di pakai kode diskon pengguna baru nya Udah ada 3 vocher diskon terbuang begitu saja Buat Tokopedia tolong kembali kan vocher diskon nya? Saya gemes sama Tokopedia sampe pengen banting nenek saya,1,1,3.148,2021-11-20 13:08:39,"Halo Kak Maun, mohon maaf atas ketidaknyamanannya. Perihal kendalanya Kakak dapat laporkan di link berikut tkp.me/supportMainapps .-LE",2021-11-20 13:40:05
f55f5267-9bba-4b72-901a-0500a6dfc0d0,Ulfa,https://play-lh.googleusercontent.com/a/AGNmyxagniACo3y3jbDcHZaKQC3eIFOo3dHQ2gyi2ZYK=mo,paket saya hilang dong wkwkwk ga ada kejelasan,1,0,3.194,2022-10-11 12:20:05,"Hai Toppers. Jika Kakak memiliki kendala terkait transaksinya, boleh ceritakan kendala yang Kakak alami melalui link berikut ini  tkp.me/supportMainapps  ya Kak untuk Kami bantu cek lebih lanjut. -PKG",2022-10-11 12:39:51
f8241e7c-9840-4b63-9ef9-ab74003ea751,A.J. fathonie,https://play-lh.googleusercontent.com/a-/ACB-R5RnYsFovDopVTrFBIdCzosGlBZit2z_CwUlzDTgXA,Maaf saya kasih nilai 1..menurut saya hilangkan saja menu asuransi gadget dll...karna gak fungsi.klaim saja lama.dan gak ada kejelasan nya...,1,0,3.156,2022-01-06 03:24:53,"Hai Kak Fathonie, mohon maaf ya jika ada yang membuat Kakak tidak nyaman. Apabila terdapat kendala silahkan untuk melakukan pelaporan melalui link bantuan berikut tkp.me/supportMainapps agar Kami bantu cek kendalanya lebih lanjut ya :) -JD",2022-01-06 03:54:23
d2940566-d32d-47c8-aed3-78fcec81ccdb,Miraikel Memah,https://play-lh.googleusercontent.com/a/AGNmyxbMC6ga2i2sDVgJL0BOy6dI6d8g-2rINMiL2vgi=mo,"Saya kecewa sama pihak tokopedia, nomor pembayaran saya suda keluar dan saya suda membayar lewa indomaret eh masa ngecek aplikasi toko pedia uang saya di refund karena alasan Ketentuan , kalo emang ngga memenuhi syarat ya uda jangan dikeluarin nomot pembayarannya rugi saya uang biaya admin indomaret",1,1,3.142,2021-09-20 13:35:42,"Halo Toppers, Maaf ya Kak atas kendalanya. Silahkan untuk melakukan pelaporan melalui link bantuan berikut ini tkp.me/supportMainapps ya Kak untuk pengecekan lebih lanjut:)-ARO",2021-09-20 17:16:45
8d27700a-4b2e-4afb-90e4-e607cd142eca,Taison Taison,https://play-lh.googleusercontent.com/a/AGNmyxYPlFng2tl6Uws69V-PA2Cc2GCaFcu08SuS71XF=mo,Kata nya untuk dapat kan hadia 1200 diamond ikut laka laka nya yg ada skli di ikuti dan sampai dowlond toko pedia eh ternyata gk ada hadia hoax doank penipu,1,0,,2021-08-30 13:42:31,"Hai Kak Taison, mohon maaf ya jika ada yang membuat Kakak tidak nyaman. Apabila terdapat kendala silahkan untuk melakukan pelaporan melalui link bantuan berikut tkp.me/supportMainapps agar Kami bantu cek kendalanya lebih lanjut ya :) -DS",2021-08-30 14:07:23
993b2e64-6b3f-416c-8c66-0c905e67e468,Susi Lawati,https://play-lh.googleusercontent.com/a-/ACB-R5Sx4MzGONmNEWN5HMigHSSHm3iu4nfI00leKyvF,"Ongkir nya terlalu mahal, dibanding toko sebelah",1,0,3.184,2022-08-01 18:32:39,"Hai Kak Susi, Mohon maaf ya Kak kalau sudah membuat tidak nyaman. Kami akan selalu berinovasi untuk dapat menyediakan yang terbaik bagi seluruh pengguna. Besar harapan kami untuk tetap terus bertumbuh bersama Kakak dan menjadi tempat bertransaksi online kepercayaan Kakak. -US",2022-08-01 18:49:46
1fabe617-ba6e-41b8-8383-5b24cdf1a88f,Endang Surachmat,https://play-lh.googleusercontent.com/a-/ACB-R5QDL4ANYQD9Jq4b6H1ZpfY9LSIqu_nnDe252aZd8w,Akhir akhir ini estimasi penerimaan paket sukaa diundur undur,1,1,3.193,2022-10-02 22:53:07,Hai Toppers. Mohon maaf ya Kak kalau sudah membuat tidak nyaman. Kakak dapat menjelaskan detail kendalanya ke Tokopedia Care atau melalui https://www.tokopedia.com/help untuk proses pengecekan lebih lanjut ya -HTL,2022-10-02 23:17:21
ef58aff9-753b-4156-abe9-8562c69441f2,Muhammad ferdinanshah Gianlugi pratama,https://play-lh.googleusercontent.com/a-/ACB-R5TNKcTW-g2eDT6sX0S61u-vh1MyExpIr9k-qJPp9g,akun saya di hack mau ganti sandi tapi ga bisa karena nomor saya sudah tidak aktif. padahal akun saya terkait dengan email masa verivikasi nya harus pakai no hp,1,0,,2021-09-03 03:01:23,"Hai Toppers , mohon maaf atas ketidaknyamanannya. Jika Kakak berkenan boleh ceritakan terkait kendala yang Kakak alami melalui tkp.me/supportMainapps untuk pengecekan lebih lanjut :) -CM",2021-09-03 03:13:00
a5751012-9631-4bbe-bfda-bd6167dc8010,Ratno Aja,https://play-lh.googleusercontent.com/a/AGNmyxZkESCOV-L4lxfOiTmbyhV0HJxgvQVseHRB6OUV=mo,"Baru pertama beli malah d batalkan, mngecewakan. Nggak akan pake tokopedia lg",1,0,3.153,2021-12-09 23:18:00,,
f2e80a80-f3da-4fba-b790-33dbf2620ba5,Abdullah Ridwan,https://play-lh.googleusercontent.com/a/AGNmyxZNvBeJY7OPHMCfP8rcHhOGADhyFBF9TrYXyK_7=mo,Jangan merugikan konsumen ya...!!!! Nanti klw mengecewakan sy hapus,1,0,,2021-10-26 04:58:09,"Hai Kak Abdullah, mohon maaf atas pengalaman yang berkendala ya Kak. Silahkan untuk melakukan pelaporan melalui link bantuan berikut ini tkp.me/supportMainapps ya Kak dengan menjelaskan detail kendala Kakak ya Kak. Semoga sehat selalu Kak -TGA",2021-10-26 05:31:26
cf9f200a-6bfb-4a74-adb2-570a7eee93ef,K studio HD,https://play-lh.googleusercontent.com/a-/ACB-R5TevLqpP_QRNU_3pAQ0Q7GbstbJEYXo1ZJ8rBtBcw,"semenjak tokopedia x gojek makin malas pakainya, tolong woii perhatiin juga pengguna yg tinggal di perkampungan, sumpah promo gojeknya ga kepake sama sekali, kembalikan promo² dari OVO !!!!",1,0,,2021-08-16 14:25:15,"Hai Toppers, mohon maaf atas ketidaknyamanannya. Kakak bisa sampaikan detail pertanyaan/kendala dengan melampirkan screenshot halaman yang berkendala atau video rekamannya ke tkp.me/supportMainapps agar bisa dibantu lebih lanjut ya Kak. -SDA",2021-08-16 14:46:18
1f4d4d71-c695-463d-9fdd-63d4adb89c5b,Fitri Siti,https://play-lh.googleusercontent.com/a/AGNmyxYI3iFiVi-qilU1dA8qZVx_1aGHkFskVCV2fExN=mo,"tokopedia sangatlah membantu, seperti belanja gk ribet gratis ongkir dan juga banyak hadiahnya, pokokny saya sangat suka dgn toko pedia",1,0,,2021-05-22 01:23:05,"Hai Kak Fitri, terima kasih ya atas ulasannya. Kalau Kakak puas dan suka bertransaksi di Tokopedia, boleh tingkatkan ratingnya ya Kak. Kami tunggu transaksi selanjutnya :) -MLW",2021-05-22 01:49:29
b53a391a-9c47-4d76-8b37-1f3a51e79ebc,Syifa Aliya,https://play-lh.googleusercontent.com/a/AGNmyxaiHypAUV0epK2xP9O0p8fCicQR4Q2RdrRK9Fd8=mo,"Kurang baik, katanya dikasih diskon 30rb utk pengguna baru, pas saya check out katanya pembelian anda tidak sesuai syarat dan ketentuan, dikembaliin saldo saya cmn dikit kecewa banget sih",1,6,3.162.1,2022-02-26 11:00:12,"Hai Kak Syifa, mohon maaf atas ketidaknyamanannya. Jika Kakak berkenan boleh ceritakan terkait kendala yang Kakak alami melalui tkp.me/supportMainapps untuk pengecekan lebih lanjut :) -HW",2022-02-26 11:31:21
8b60b462-8853-4696-af52-7caef75321fb,Han Farchan,https://play-lh.googleusercontent.com/a/AGNmyxab3VbSaxZGGecd3JyKPr_mh2WlO70bdLaWVjIh=mo,"Tokopedia harusnya selektif untuk barang yang dijual itu asli dan resmi dijual di Indonesia. Contoh setrika Philips HD 1172 itu yg asli wattnya 350 dan garansi Philips Indonesia, tapi di tokopedia jual tipe sama wattnya 1000 dan hanya garansi distributor. Ini merugikan pembeli dan tokopedia harus terlibat mencegahnya",1,0,3.156,2022-01-21 02:48:12,"Hai Kak Han, Kami memahami kekecewaan Kakak. Kakak dapat menyampaikan kendala yang Kakak alami pada link berikut ya Kak http://tkp.me/supportMainapps. Kritik dan saran Kakak sangat berarti untuk menjadi dasar pengembangan sistem/produk/fitur ini menjadi lebih baik lagi, agar bisa terus memberikan pelayanan yang terbaik demi kenyamanan Kakak. -DP",2022-01-21 03:16:37
b0cd8238-bf9e-4a44-92c5-acb5e61eb3b9,Cah Kementus3,https://play-lh.googleusercontent.com/a-/ACB-R5SgCI7QnVUGYcAnoL4hBzPkZdlG7lOCY4t6jAlavg,Mengeceeakan.cashback sering php.sungguh toped mengecewakan nggak sperti aplikasi sebelah.mending uninstal aja jelas,1,0,3.97,2022-01-09 14:37:27,"Hai Toppers, mohon maaf atas ketidaknyamanannya. Jika Kakak berkenan boleh ceritakan terkait kendala yang Kakak alami melalui tkp.me/supportMainapps untuk pengecekan lebih lanjut :) -BQ",2022-01-09 14:55:46
c9f97604-a982-46f2-882e-937b6a46c8ae,Dina Fitriana666,https://play-lh.googleusercontent.com/a-/ACB-R5TqqTiUb2u98wVkUg3_OOtovGL-ma9LBfW26xOs,Sumpah nyesel banget download dan co brang lewat sini..pake ongkir 19k hrusnya 2hri smpe nah Iki 6 hari belum smpe mengajukan komplain jga riweh,1,0,3.189,2022-09-16 11:45:09,"Hai Kak Dina, mohon maaf ya jika ada yang membuat Kakak tidak nyaman. Kakak dapat menjelaskan detail kendala yang Kakak alami melalui tkp.me/supportMainapps . Semoga kendalanya segera terselesaikan ya Kak. Besar harapan kami untuk terus bertumbuh bersama Kakak dan menjadi tempat bertransaksi online kepercayaan Kakak.-DAK",2022-09-16 12:00:19
59014a82-fac8-4a06-9c96-3cbb81722c9e,Adelia AndriPrastya,https://play-lh.googleusercontent.com/a/AGNmyxbpNJoMIBa1hfFRzjNOVRl_b6VkEBS2egTankm1GQ=mo,Siip,1,0,,2021-08-19 10:46:08,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2021-08-19 11:03:12
ae202687-dad1-41d5-aef7-74417854e809,M rizal Dwi fatahillah,https://play-lh.googleusercontent.com/a-/ACB-R5QLZRVsfyNySnZlZffps_QUPb8G2htobrhwlA2tHw,9z,1,0,3.178,2022-07-13 10:41:34,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2022-07-13 11:05:07
dabb96db-4a9c-400a-bf84-fa28100847e6,Ilham Latif,https://play-lh.googleusercontent.com/a-/ACB-R5SpZ_MbO8bkqGtcYpVRxzNZX_uoZTTNT4RE40fN,Cuman menghabis kan uang aja di toko ini bukan untung mala rugi. Besar di iklan aja orderan ngak ada di kasi sama tokopedia ini. Percuma aja punya aplikasi tokopedia ini. Hii topet kenapa beda sama aplikasi seller sebela kamu,1,0,3.188,2022-08-31 12:24:49,Halo Kak Ilham. Mohon maaf atas kendala yang terjadi. Kakak dapat menjelaskan detail kendala ke Tokopedia Care atau melalui https://www.tokopedia.com/help untuk proses pengecekan lebih lanjut ya :) -AAP,2022-08-31 12:47:00
a1ceb914-2b8d-4452-b732-b1c5621dd3c0,Toko Gg,https://play-lh.googleusercontent.com/a/AGNmyxZCyKi1yKqZ6ldkHVjt6G7rXkvLmrKOSiLcIoWf=mo,Benar² merugikan customer bisa²nya pesanan sy batalkan Tokopedia bener² kecewa,1,0,,2021-10-03 11:16:11,"Kami mengerti kekecewaan yang Kakak rasakan. Terkait kendalanya, Kakak dapat hubungi tim Tokopedia Care melalui link berikut tkp.me/supportMainapps untuk pengecekan lebih lanjut ya Kak. -RR",2021-10-03 11:53:34
bd09a1e9-0970-4850-a368-eef8de0e7c13,Ropika Chu,https://play-lh.googleusercontent.com/a-/ACB-R5SStQ3JTeK9nW4kjhkEfD0zgROiQzu229w-S7No,Apk berat terpaksa harus ganti handphone,1,0,,2022-03-30 15:33:15,"Halo Kak Ropika, mohon maaf ya Kak jadi membuat tidak nyaman. Jika Kakak menemui Kendala, Kakak bisa hubungi Tokopedia melalui link berikut ya Kak tkp.me/supportMainapps .-AM",2022-03-30 16:00:01
c4240732-77fc-44ef-8768-54ccf8160fb9,Debo,https://play-lh.googleusercontent.com/a/AGNmyxbCrR04xPFoOkHjhxAWYoLUN3iQkVwsxvf7lBdp=mo,Buruk sekali. Kenapa saya mau bertransaksi malah gk bisa. Padahal saya pengguna baru di tokopedia. Dikatakan saya melanggar syarat. Padahal saya tidak ada membuat akun lebih dari 1 dan tidak ada manipulasi apapun. Dari pihak tokopedia tidak ada kejelasan. Tidak memberikan jalan keluar nya. Malah membuat kasus berbelit-belit dan tidak selesai. Malah uang saya yang di akun tokopedia tidak bisa tarik. Harus melalui bank. Kenapa tidak dari gopay aja kan sama aja. Kesaall jadinya 👎👎👎👎👎👎👎👎👎,1,0,,2022-05-10 09:49:12,"Mohon maaf ya Kak kalau sudah membuat tidak nyaman. Kami akan selalu berinovasi untuk dapat menyediakan yang terbaik bagi seluruh pengguna. Besar harapan kami untuk tetap terus bertumbuh bersama Kakak dan menjadi tempat bertransaksi online kepercayaan Kakak, terkait detail kendalanya Kakak bisa laporkan di link tkp.me/supportMainapps -AA",2022-05-10 10:47:20
eabdf991-7ed8-4dec-bd85-edcb21f57526,Alwi Fatta,https://play-lh.googleusercontent.com/a-/ACB-R5Tv8Aaj5eyigWc35BLjbrEZG90hi3jlmR8-bX181Ic,Kecewaaaaa,1,0,2.16.4,2022-07-31 04:35:25,"Terima kasih atas penilaian yang kamu berikan. Besar harapan kami kamu bisa memberikan rating dan review yang lebih baik lagi. Tokopedia akan senantiasa berusaha untuk memberikan pelayanan dan pengalaman terbaik bagi seluruh pengguna. Kalau ada kritik, saran atau kendala di Tokopedia, jangan ragu untuk menghubungi Tokopedia care ya, Toppers.",2022-07-31 05:06:25
c754e4fe-afbc-45f8-9425-ddeb96d99b78,Maykel Kalesaran,https://play-lh.googleusercontent.com/a/AGNmyxZG6cwtuUQRoHohtXU9bIKjNVRWeICgY2rbPssl=mo,"Jadi berpindah ke e-commerce yg lain, dikarenakan jasa kurir paling disayang dan dibela-belain yaitu ANTERAJA. System pengiriman nya paling kacau.",1,0,,2022-08-03 08:01:55,"Hai Kak Maykel, mohon maaf ya kalau sudah membuat tidak nyaman. Kami akan selalu berinovasi untuk dapat menyediakan fitur dan layanan yang lebih baik lagi kepada seluruh pengguna Tokopedia. Besar harapan Kami untuk bisa terus tumbuh bersama Kakak dan tetap menjadi tempat bertransaksi online kepercayaan Kakak. Terima kasih :) -DS",2022-08-03 08:27:28
